protein-water,protein-carbon,hydrogen bond (long-range),pi-pi (long-range),disorder (long),K-Beta similarity,disorder (short),electrostatic (short-range),8-feature sum
-103,19,-96,-171,-79,-61,-58,-33,-582
-33,5,-55,-74,-50,-34,-62,-12,-315
-48,-14,-65,-184,-87,-126,-119,-60,-703
-87,-48,-80,-137,-82,-47,-100,-11,-592
6,3,-15,-20,-51,-31,-18,-13,-139
23,-25,-13,-45,-135,-84,-79,-13,-371
-20,-4,-30,-59,-47,-49,-25,-19,-253
-2,1,-18,-38,-49,-27,-26,-14,-173
-22,-11,-20,-37,-25,-7,-25,10,-137
13,0,-30,-36,-105,-51,-69,-44,-322
13,-13,-8,-60,-147,-97,-71,-24,-407
11,-6,-23,-73,-126,-48,-65,28,-302
16,7,-19,-23,-50,-41,-41,-13,-164
-28,31,-15,-39,-17,-21,-26,-1,-116
-18,-18,-36,-77,-123,-80,-95,-36,-483
-43,-2,-76,-94,-55,-49,-54,-23,-396
-23,0,3,-102,-78,-58,-50,-3,-311
3,-13,-1,-49,-64,-26,-41,24,-167
-13,-1,-5,-34,-55,-11,-20,0,-139
6,-5,-13,-39,-77,-46,-50,-8,-232
-4,27,-25,-15,-40,-7,-43,36,-71
-107,-58,-113,-190,-136,-89,-156,-49,-898
30,-22,-11,-61,-114,-101,-85,-75,-439
4,13,-7,-59,-11,-27,-18,38,-67
33,7,-29,-25,-83,-54,-56,-14,-221
-7,-24,-27,-41,-73,-57,-41,-20,-290
-36,16,-66,-97,-109,-67,-84,-25,-468
-1,-4,-35,-61,-53,-20,-48,-1,-223
11,4,-21,-23,-131,-17,-49,-9,-235
-49,21,-42,-68,-32,0,-36,28,-178
27,-10,-28,-45,-76,-68,-66,-13,-279
-6,26,-21,-37,-8,7,0,35,-4
-4,-17,-14,-36,-76,-32,-35,26,-188
-22,14,-33,-62,-2,-21,-25,-29,-180
10,17,-49,-82,-83,-42,-47,-29,-305
-40,-4,-37,-93,-69,-34,-43,-6,-326
14,41,-6,-81,-25,-66,-46,22,-147
-11,-10,-24,-41,-34,-51,-42,-17,-230
-1,30,7,-35,-48,-13,-37,19,-78
-36,5,-24,-78,-42,-30,-12,38,-179
0,29,3,-27,-32,-33,-18,45,-33
-34,-20,-13,-53,-47,-16,-33,4,-212
13,41,-23,-30,-72,-8,-74,98,-55
-28,3,-24,-66,-47,-29,-30,59,-162
7,9,8,-9,-25,-25,1,16,-18
-6,15,-36,-56,-40,-4,-24,4,-147
23,-12,-48,-37,-85,-79,-56,-62,-356
-44,28,-62,-136,-90,-30,-75,77,-332
-48,-10,-27,-60,-78,-37,-51,5,-306
-12,-46,-32,-74,-120,-43,-52,14,-365
-3,21,-6,-28,-123,-12,-55,38,-168
-45,1,-40,-78,-121,-6,-41,2,-328
-2,18,-14,-31,-32,-25,-22,-5,-113
-22,28,-37,-104,-72,-43,-43,0,-293
-13,-24,-23,-29,-103,-59,-70,-43,-364
46,11,20,0,-154,-116,-72,-16,-281
14,30,1,-24,-66,-19,-31,24,-71
1,16,-10,1,-18,13,6,-7,2
12,-7,-20,-13,-128,-21,-49,-15,-241
-38,-1,-63,-108,-88,-52,-58,-33,-441
-8,23,-21,-46,-38,-40,-46,2,-174
-9,-35,-25,-43,-62,-38,-23,-29,-264
21,8,-11,-99,-181,-113,-72,-30,-477
-36,-19,-39,-70,-65,-43,-51,2,-321
31,34,-18,-5,-63,33,-16,77,73
-51,-7,-38,-108,-66,-51,-80,23,-378
13,4,6,-19,-84,-44,-27,-10,-161
18,23,-10,-68,-160,-98,-76,-38,-409
59,-39,-42,-57,-252,-136,-113,-40,-620
-33,-18,-27,-96,-66,-38,-56,-34,-368
-31,-21,-54,-98,-53,-51,-72,-29,-409
13,0,-11,-6,-76,-43,-44,-4,-171
0,56,-69,-95,-51,-23,-64,-24,-270
1,13,5,-53,-73,-86,-65,-59,-317
-13,15,-38,-49,-34,-33,-26,-11,-189
-46,-5,-49,-112,-56,-32,-62,12,-350
-37,-4,-55,-102,-115,-70,-104,-46,-533
-20,0,-19,-57,-61,-32,-58,-26,-273
-17,12,-53,-105,-73,4,-9,35,-206
61,15,-6,-6,-101,9,-75,49,-54
-15,-31,-38,-41,-62,-17,-49,-1,-254
-25,-7,-33,-97,-54,-19,-72,36,-271
13,-6,-64,-58,-130,-63,-85,72,-321
20,-4,-20,-9,-44,-18,-38,9,-104
43,11,-29,-11,-88,-78,-48,-29,-229
2,29,-8,-18,-14,-25,-5,50,11
-2,11,-24,-44,-119,-44,-73,-27,-322
-48,32,-94,-140,-61,-10,-68,16,-373
69,68,-11,-70,-44,-107,-60,-43,-198
63,50,-6,-48,-84,-98,-68,-39,-230
8,6,-4,-42,-81,45,-26,44,-50
-13,0,-3,-48,-87,-24,-38,9,-204
-18,-15,-23,-63,-70,-35,-28,-14,-266
-13,-9,-16,-33,-51,-24,-17,-1,-164
-32,-4,-54,-91,-52,-48,-48,-30,-359
56,46,-83,-188,-208,-210,-153,-182,-922
51,10,-8,-25,-183,-122,-95,-48,-420
3,41,-30,-154,-84,-85,-101,49,-361
13,19,-19,-14,-44,-1,-13,33,-26
-7,7,-25,-28,-27,-2,-13,5,-90
6,2,6,-12,-19,-2,-18,-24,-61
21,-22,-29,-43,-201,-106,-108,-55,-543
-35,-18,-43,-56,-61,-18,-53,1,-283
16,-8,-22,-35,-94,-77,-65,-51,-336
-51,-14,-47,-114,-60,-20,-44,-18,-368
-35,-42,-48,-70,-122,-65,-82,-44,-508
3,-15,-23,-26,-43,-26,-23,-18,-171
55,-15,-46,-131,-195,-185,-165,-99,-781
-24,1,-33,-50,-31,4,-28,-7,-168
-20,-13,-55,-66,-41,-45,-55,11,-284
-3,-2,-22,-60,-60,-59,-48,48,-206
47,42,-16,-24,-52,-33,-44,27,-53
14,1,-4,-17,-60,-29,-25,3,-117
25,2,-8,-14,-15,-14,-28,33,-19
-30,-6,-40,-60,-47,-30,-66,14,-265
-1,12,-1,-10,-40,-33,-22,-17,-112
-80,-22,-99,-166,-124,-95,-141,-45,-772
9,1,-1,-20,-57,-14,-34,36,-80
-5,-7,-5,-44,-44,-14,-41,54,-106
8,-14,-4,-8,-76,-41,-33,-15,-183
-61,-32,-90,-124,-166,-89,-171,-34,-767
-41,4,-34,-127,-78,-26,-54,-26,-382
-48,-39,-32,-72,-101,-53,-69,17,-397
3,8,-3,-24,-14,9,-6,24,-3
-23,-7,-30,-56,-76,-40,-48,-7,-287
-27,-12,-23,-62,-68,-30,-53,-1,-276
-95,12,-113,-135,-23,17,-27,-32,-396
-14,5,-34,-65,-50,-43,-34,-27,-262
6,-53,-27,-33,-86,-43,-73,17,-292
4,14,-32,-63,-125,-46,-45,-32,-325
-14,6,-27,-35,-18,-23,-28,3,-136
-39,-38,-22,-61,-82,-51,-68,15,-346
19,-12,19,-15,-119,-34,-44,24,-162
25,-16,-26,-54,-188,-98,-110,-70,-537
-13,45,-46,-89,-17,-58,-48,-14,-240
-32,-9,-28,-56,-31,-30,-24,-10,-220
-61,6,-71,-95,-45,-17,-51,11,-323
-40,1,-29,-53,-25,-8,-36,0,-190
-2,-12,-40,-68,-78,-54,-21,-15,-290
-20,15,-86,-149,-176,-140,-125,-65,-746
-4,-12,-29,-75,-149,-101,-83,9,-444
16,1,-3,-27,-103,-57,-50,14,-209
1,2,-34,-34,-44,-13,-37,-37,-196
-1,-4,-49,-89,-58,-83,-54,-49,-387
-84,30,-84,-151,-54,-77,-86,6,-500
-19,16,-26,-35,-35,-9,-28,-3,-139
110,63,18,-36,-92,-118,-74,-16,-145
13,21,-16,-65,-101,-87,-60,-14,-309
-7,1,-18,-29,-20,-7,-16,6,-90
2,19,-8,-30,-45,-16,-6,6,-78
12,-1,-21,-50,-94,-81,-77,-21,-333
-3,28,-58,-52,-143,-58,-106,-41,-433
9,32,-9,-69,-87,-44,-79,88,-159
14,-7,-28,-70,-101,-81,-56,-32,-361
-21,-26,-10,-37,-70,-19,-39,-6,-228
17,-11,10,8,-62,-26,-28,-2,-94
-29,-9,-37,-78,-57,-44,-71,-53,-378
-16,-42,-39,-96,-138,-92,-71,7,-487
-6,30,-3,-28,-43,-23,-10,-1,-84
-43,11,-44,-79,-39,-29,-79,24,-278
37,-13,-25,-43,-133,-118,-76,-41,-412
-16,13,-54,-118,-139,-24,-73,-7,-418
13,3,0,-32,-72,-70,-61,-31,-250
1,0,-24,-32,-85,-26,-50,-9,-225
-11,-17,-26,-73,-107,-64,-54,-2,-354
-3,5,-61,-53,-82,-24,-35,-38,-291
3,-2,-20,-17,-36,-21,-29,5,-117
1,-10,-31,-78,-84,-28,-55,-13,-298
-7,-1,-3,-50,-91,-64,-29,-21,-266
-12,-18,-59,-107,-148,-81,-94,-27,-546
46,27,-12,-86,-108,-70,-74,41,-236
-3,5,-22,-40,-18,-22,-36,-21,-157
5,-23,-5,-32,-127,-87,-78,-31,-378
-2,43,1,-45,-37,1,-35,58,-16
8,-19,13,-22,-39,-31,-51,80,-61
30,-17,-33,-22,-130,-93,-93,-81,-439
-1,17,-56,-53,-74,-50,-81,-63,-361
-6,-2,-178,-183,-170,-180,-253,-168,-1140
6,41,-9,-36,-19,7,-2,25,13
6,23,-10,-7,-35,-3,-12,40,2
-1,-6,-4,-14,-56,-32,-31,6,-138
-1,19,-31,-55,-27,-58,-48,-35,-236
2,7,-14,-41,-45,-37,-10,20,-118
-41,6,1,-106,-126,-62,-82,-15,-425
-5,-23,-41,-49,-68,-43,-51,-19,-299
33,1,-10,-32,-42,-41,-19,-32,-142
-40,8,-15,-32,-31,0,-42,26,-126
13,-13,-4,-38,-143,-77,-71,-19,-352
-3,16,-19,-59,-47,-1,-8,9,-112
10,27,-11,-45,-58,-75,-40,-6,-198
8,1,4,-37,-64,-34,-27,-1,-150
18,-5,-2,-41,-151,-85,-48,-41,-355
-14,-4,-20,-38,-17,-11,-24,14,-114
12,17,-16,-10,-23,2,2,0,-16
28,3,-22,-51,-96,-75,-66,-69,-348
-2,10,-20,-42,-46,-43,-28,-13,-184
18,-26,-31,-43,-97,-64,-50,-23,-316
-25,10,-37,-95,-56,-68,-70,-12,-353
-16,-28,-84,-109,-187,-107,-149,-38,-718
-40,-23,-36,-81,-64,-42,-82,-11,-379
45,39,27,-88,-152,-154,-100,-37,-420
14,4,3,-30,-84,-29,-35,3,-154
-15,-3,-16,-50,-49,-27,-28,-4,-192
18,-33,-29,-49,-109,-77,-69,-19,-367
4,-15,-17,-9,-45,-38,-24,12,-132
-3,3,5,-67,-101,-78,-52,10,-283
-29,-3,-18,-81,-58,-63,-65,-48,-365
1,31,-13,-54,-36,-34,-48,21,-132
-12,1,-21,-41,-38,-38,-20,3,-166
-3,-26,-16,-21,-116,-61,-71,-31,-345
-49,-14,-100,-211,-262,-177,-208,-200,-1221
17,-5,-9,-11,-78,-48,-32,-26,-192
-19,-24,-45,-57,-59,-42,-62,-28,-336
16,-5,1,-7,-76,-25,-37,-13,-146
64,-12,-4,-26,-148,-126,-77,-34,-363
-27,27,-34,-68,-21,-39,-37,-6,-205
-23,19,-41,-96,-47,-82,-48,-20,-338
-19,12,-30,-73,-67,-83,-71,-41,-372
-24,-1,-25,-43,-29,-19,-42,-19,-202
-9,4,-67,-120,-128,-77,-83,-26,-506
-5,7,-1,-21,-51,-19,-29,-2,-121
-22,4,-24,-36,-23,-27,-25,-12,-165
-126,-17,-222,-298,-196,-148,-247,44,-1210
-41,30,-26,-59,-48,-29,-45,-8,-226
-20,8,-16,-72,-71,-34,-37,-3,-245
-33,-14,-25,-47,-36,4,-38,10,-179
102,51,39,8,-181,-110,-72,-77,-240
5,-30,-31,-69,-123,-89,-83,-34,-454
4,-2,-13,-7,-29,-15,-35,-25,-122
16,-2,-23,-64,-146,-118,-88,-22,-447
-31,-32,-28,-60,-58,-28,-53,7,-283
-95,13,-141,-237,-174,-136,-158,10,-918
-12,22,-26,-64,-85,-17,-65,20,-227
-29,-2,-56,-85,-84,-26,-36,-30,-348
-7,10,-36,-56,-81,-68,-69,-7,-314
-4,51,-80,-155,-92,-67,-98,-13,-458
27,14,-13,18,-75,-27,-35,-2,-93
-30,4,-74,-152,-162,-123,-118,-15,-670
12,28,10,-46,-78,-16,-45,39,-96
15,0,-12,-33,-89,-58,-51,-15,-243
24,6,-22,-69,-133,-107,-104,-50,-455
1,-15,-8,-9,-62,-14,-24,4,-127
36,40,-20,-38,-52,-64,-59,-21,-178
-38,-20,-84,-137,-182,-88,-145,-39,-733
22,28,-13,-41,-77,-37,-56,-6,-180
23,0,3,-17,-39,-19,-14,-5,-68
-25,-9,-27,-67,-50,-20,-36,-31,-265
29,0,-15,-18,-126,-73,-56,-16,-275
-12,5,-12,-15,-30,3,-15,25,-51
-32,10,-44,-83,-81,-52,-65,-16,-363
11,-3,-9,-60,-125,-95,-75,-53,-409
-2,3,-35,-34,-93,-58,-65,-21,-305
-5,7,-32,-42,-61,-15,-35,10,-173
-22,9,-16,-35,-44,-30,-24,-12,-174
-34,-2,-88,-182,-93,-58,-112,42,-527
-94,8,-107,-204,-167,-72,-165,-15,-816
10,-14,-7,-86,-11,-84,-75,15,-252
-46,2,-62,-107,-57,-37,-33,-53,-393
-38,-26,-34,-75,-94,-50,-52,0,-369
8,4,-14,-28,-51,-26,-31,5,-133
63,-10,31,-32,-64,-50,-51,60,-53
20,27,-15,-76,-108,-98,-55,-88,-393
4,-27,-34,-54,-76,-63,-50,-23,-323
-26,7,-33,-81,-88,-32,-51,17,-287
14,1,-18,-24,-63,-41,-35,-13,-179
9,4,-3,-38,-53,-34,-26,0,-141
25,19,-31,-34,-57,-68,-59,-46,-251
28,19,-8,-46,-9,-69,-35,-5,-125
-10,-2,-16,-36,-43,-6,-24,11,-126
-13,-1,-28,-14,-35,1,-22,10,-102
20,9,-32,-86,-200,-93,-94,-57,-533
6,3,-27,-25,-34,-21,-21,-38,-157
33,11,4,-95,-161,-113,-93,-43,-457
20,30,-8,-42,-118,-79,-53,-13,-263
28,-1,-14,-29,-125,-40,-68,9,-240
-19,-5,-41,-97,-47,-65,-71,-16,-361
5,-4,-24,-76,-175,-41,-71,-50,-436
-6,8,-60,-112,-153,-101,-127,-29,-580
62,5,-6,13,-159,-68,-88,15,-226
-20,-18,-29,-80,-31,-33,-41,29,-223
-7,-3,-14,-38,-90,-61,-32,14,-231
-25,-8,-38,-67,-63,-59,-42,-10,-312
-26,-10,-33,-63,-39,-22,-13,12,-194
-9,16,-33,-75,-20,2,-19,14,-124
16,-2,-62,-70,-34,-40,-86,33,-245
-31,-39,8,-44,-57,-50,-35,30,-218
37,-2,-21,-15,-68,-54,-44,-47,-214
16,-8,-25,0,-45,3,-15,10,-64
14,-8,-13,-25,-81,-42,-50,-34,-239
-12,0,-14,-40,-26,-38,-33,-13,-176
-67,8,-72,-119,-52,-31,-55,-29,-417
32,-16,35,-30,-93,-60,-57,2,-187
25,12,-12,-5,-93,-17,-46,4,-132
-22,9,-4,-37,-64,-17,-39,23,-151
-37,-13,-36,-81,-64,-47,-65,-7,-350
-27,-44,-33,-62,-101,-48,-47,-41,-403
-58,18,-46,-133,-80,-70,-76,10,-435
-17,18,-65,-94,-43,-16,-54,-62,-333
70,29,14,-5,-21,-68,-54,32,-3
-2,16,-59,-146,-199,-162,-174,6,-720
84,-44,0,97,-166,-76,-55,-51,-211
25,-6,4,-36,-117,-67,-63,-27,-287
40,-52,-11,-43,-202,-103,-96,-41,-508
93,145,72,18,-168,30,-68,48,170
-59,-1,-51,-96,-60,-19,-51,10,-327
31,-6,-2,-99,-81,-86,-81,-14,-338
-13,60,-80,-128,-53,-52,-67,36,-297
-35,4,-41,-83,-71,-15,-34,25,-250
8,18,-12,-19,-87,-15,-43,-18,-168
0,-19,-10,5,-52,-21,-32,35,-94
-9,12,-21,-58,-29,-36,-28,28,-141
-1,11,-14,-48,-30,-23,-32,22,-115
-23,-2,-27,-69,-86,-23,-58,-2,-290
-41,-25,-36,-93,-58,-56,-40,12,-337
19,-8,-29,-13,-134,-39,-42,-16,-262
-61,10,-43,-147,-92,-32,-38,-6,-409
-37,0,-36,-91,-98,-31,-71,-4,-368
3,-34,-48,-81,-176,-148,-89,-80,-653
-17,-5,-31,-28,-46,-16,-32,-7,-182
-11,-18,-60,-94,-196,-108,-104,-31,-622
-10,32,-46,-102,-47,-69,-68,-63,-373
23,17,-40,-45,-72,-91,-79,-83,-370
47,-19,-2,-4,-126,-79,-43,-27,-253
63,7,-1,-8,-138,-73,-48,-8,-206
-4,-12,-16,-53,-105,-64,-66,0,-320
24,19,-7,-22,-120,-37,-54,-18,-215
-69,-39,-132,-190,-209,-101,-148,-64,-952
-8,12,-22,-29,-30,-4,-21,2,-100
-20,14,-14,-45,-36,-1,-29,23,-108
-51,21,-34,-118,-58,-41,-50,0,-331
-23,13,-53,-105,-65,-59,-91,-53,-436
12,29,-18,-77,-15,-43,-73,-11,-196
-19,-10,-58,-75,-76,-25,-37,33,-267
-14,10,-40,-67,-23,-37,-40,-28,-239
26,-7,-20,-34,-54,-59,-45,-31,-224
-30,-23,-32,-67,-94,-27,-50,-11,-334
13,-14,-1,-53,-181,-51,-90,-1,-378
-21,5,-20,-28,-32,-15,-17,-11,-139
-34,23,-20,-95,-62,-70,-63,29,-292
-44,-13,-43,-99,-37,-31,-45,-40,-352
-10,-25,-18,-7,-72,-8,-38,-12,-190
-33,32,-27,-76,-81,-56,-40,2,-279
9,50,-29,-36,-85,-65,-21,16,-161
28,-10,-31,-40,-193,-88,-102,-66,-502
14,31,-23,-99,-80,-89,-90,44,-292
22,-15,-37,-48,-90,-72,-74,-26,-340
-83,-24,-123,-196,-166,-123,-123,-37,-875
-22,-13,-23,-26,-52,-17,-37,10,-180
-16,-18,-40,-87,-89,-36,-46,-11,-343
-8,6,-25,-25,-32,-12,-16,25,-87
29,0,-1,-10,-55,-47,-38,-3,-125
-20,-13,-14,-48,-53,-10,-36,-31,-225
55,4,13,8,-37,-35,-32,-19,-43
-15,20,-32,-34,-14,-4,-27,5,-101
2,15,-16,-24,-43,28,-34,9,-63
-22,-17,-27,-95,-102,-85,-86,-12,-446
-24,4,-26,-57,-63,-20,-50,-15,-251
-41,24,-65,-120,-71,-37,-66,2,-374
7,45,6,-32,-20,-39,-34,50,-17
22,-20,-22,-62,-128,-129,-81,-35,-455
-27,5,-27,-60,-49,-39,-45,7,-235
-68,-11,-105,-166,-181,-84,-188,-13,-816
-20,-3,-47,-76,-39,-41,-60,-33,-319
-6,6,-33,-59,-54,-34,-39,-15,-234
2,39,1,-49,-28,-38,-15,48,-40
9,6,-27,-86,-89,-118,-76,-44,-425
20,12,14,4,-62,-15,-61,37,-51
-45,-48,-91,-96,-130,-87,-121,-76,-694
22,-6,-36,-59,-175,-74,-90,-35,-453
-32,8,-48,-69,-29,-14,-37,13,-208
-46,-7,-24,-62,-61,-37,-47,-1,-285
-2,-1,-12,-30,-19,-15,-5,11,-73
4,0,-20,-58,-19,-13,11,17,-78
39,52,16,-33,-116,-40,-69,45,-106
-73,15,-95,-171,-109,-57,-122,-46,-658
-11,5,-21,-79,-17,-50,-34,-38,-245
8,17,-6,-42,-94,-28,-28,5,-168
18,23,14,8,-64,36,5,35,75
-19,-19,-31,-85,-96,-63,-59,-53,-425
0,9,-26,-52,-42,-46,-49,-21,-227
23,31,12,-12,-11,14,-7,39,89
12,-9,-26,-30,-129,-2,-68,47,-205
-77,-43,-47,-107,-62,-46,-48,2,-428
31,-1,-19,-26,-108,-80,-48,-51,-302
58,80,9,-3,-45,-1,-38,58,118
2,-11,-9,-11,-34,-3,-10,9,-67
-51,17,-78,-160,-88,-70,-95,-62,-587
-30,-3,-40,-113,-71,-72,-51,-5,-385
-10,8,-31,-27,-28,-13,-12,10,-103
-28,-6,-26,-32,-38,-22,-41,3,-190
1,1,-36,-64,-61,-83,-50,-29,-321
32,-26,-32,-156,-101,-175,-142,-43,-643
-3,7,6,-33,-29,-14,-19,32,-53
-9,13,-25,-51,-5,2,2,-10,-83
-32,20,-55,-118,-108,-29,-61,-42,-425
-6,8,-21,-73,-134,-102,-84,-34,-446
-51,-26,-34,-64,-81,-3,-26,10,-275
12,-23,-22,-74,-201,-164,-136,-88,-696
-23,-48,-72,-150,-271,-190,-176,-114,-1044
18,8,-23,-9,-94,-71,-66,21,-216
-12,15,-17,-26,-8,-19,-28,16,-79
59,11,-23,-48,-160,-134,-114,-73,-482
-13,12,-12,-108,-135,-72,-42,12,-358
-6,10,-8,-3,-44,2,-26,5,-70
-29,5,-44,-75,-37,-29,-43,-24,-276
26,-5,-2,-30,-71,-89,-51,-47,-269
7,5,-5,-41,-48,-25,-27,4,-130
18,-5,-14,-3,-104,-54,-62,-26,-250
-8,-11,-3,-21,-54,-35,-38,-16,-186
-54,15,-90,-142,-69,-35,-69,-21,-465
8,-7,-21,-58,-63,-33,-43,-12,-229
-58,19,-24,-125,-79,-50,-63,67,-313
-20,-6,-21,-34,-47,-21,-36,21,-164
-7,-2,-30,-27,-29,-18,-20,3,-130
6,8,-20,-43,-76,-29,-36,-2,-192
-16,10,-21,-75,-75,-22,-81,27,-253
-55,7,-66,-139,-77,-66,-47,-14,-457
26,-33,7,-34,-97,-54,-47,-20,-252
9,-11,-52,-76,-100,-103,-71,-43,-447
-57,18,-85,-198,-127,-82,-99,24,-606
-27,8,-31,-85,-76,-50,-61,-2,-324
20,16,-16,-44,-85,-50,-45,-24,-228
-8,3,-38,-54,-77,-30,-66,-12,-282
-129,-60,-104,-167,-87,-17,-57,21,-600
-33,6,-20,-98,-146,-69,-89,-29,-478
-4,16,-24,-50,-8,-9,-23,16,-86
10,-21,-22,-40,-87,-57,-62,-31,-310
19,-17,-26,-67,-166,-101,-90,-28,-476
10,16,-38,-101,-115,-99,-89,-72,-488
20,1,-17,-25,-61,-50,-40,-34,-206
9,21,-19,-37,-58,-61,-43,-6,-194
-37,0,-56,-83,-34,1,-19,22,-206
16,5,-25,-39,-92,-62,-52,-47,-296
35,11,-7,-33,-92,-63,-41,-31,-221
-10,19,-1,-67,-55,-30,-40,-15,-199
-53,-21,-48,-125,-65,-63,-76,-19,-470
7,35,-14,-12,-15,-2,0,5,4
-15,7,-28,-44,-78,-56,-59,-36,-309
2,33,-20,-49,-70,-58,-65,18,-209
-8,20,-31,-39,-19,-29,-32,-8,-146
-4,-53,-56,-165,-290,-163,-183,-87,-1001
-17,7,-3,-57,-24,-4,-6,55,-49
-8,5,-12,-22,-20,33,-10,-14,-48
10,19,-22,-66,-89,-81,-62,-2,-293
19,-19,-42,-117,-208,-156,-87,-89,-699
5,0,-38,-92,-118,-111,-87,-57,-498
3,20,-27,-98,-110,-54,-62,-30,-358
-34,16,-68,-94,-76,-37,-56,1,-348
-17,19,-19,-56,-14,-10,-50,-40,-187
5,4,-19,-40,-77,-86,-54,-19,-286
-25,0,-30,-39,-31,-19,-25,22,-147
-21,9,-82,-226,-117,-160,-157,-62,-816
-29,8,-14,-76,-67,-21,-54,8,-245
29,44,28,36,-47,-41,-59,38,28
-24,-1,-26,-76,-77,-29,-44,3,-274
-23,9,-26,-48,-31,-13,-30,17,-145
-38,-43,-13,-85,-114,-32,-61,51,-335
15,14,-30,-62,-87,-46,-64,-14,-274
13,-15,3,-17,-99,-46,-27,-6,-194
-8,1,-31,-111,-117,-69,-69,-12,-416
-24,8,-28,-66,-121,-55,-85,-15,-386
17,0,-19,-12,-75,-50,-51,-38,-228
-15,33,-37,-94,-75,-73,-48,-25,-334
42,24,9,17,-40,-34,-43,3,-22
-16,-30,-12,-72,-94,-73,-41,-27,-365
9,26,4,-25,-10,18,-21,16,17
7,14,-23,-30,-85,-42,-49,15,-193
-10,2,-24,-32,-35,6,-3,1,-95
-37,18,-37,-94,-47,-47,-51,27,-268
-6,26,-26,-67,-5,-54,-44,-21,-197
-36,-14,-89,-103,-76,-30,-53,-15,-416
-9,10,-12,-66,-43,-24,-51,-47,-242
-2,-2,-17,-50,-69,-60,-32,-8,-240
-62,22,-65,-158,-100,-49,-73,12,-473
-4,-1,-30,-42,-32,-16,-14,-12,-151
17,-10,-22,-22,-68,-74,-54,-46,-279
-14,0,-22,-64,-63,-24,-37,-5,-229
-12,-2,-14,-28,-44,-14,-36,17,-133
-15,-1,-32,-41,-70,-43,-44,5,-241
-8,-11,-9,-47,-22,-26,-31,-10,-164
-17,-12,-19,-80,-134,-62,-74,-21,-419
-11,23,-19,-43,-78,-16,-62,3,-203
-44,-18,-65,-64,-69,-25,-59,-3,-347
-10,18,-7,-48,-72,-71,-50,-1,-241
19,12,-13,-7,-67,-47,-44,-25,-172
-56,-39,-113,-260,-268,-229,-227,-106,-1298
-20,6,-23,-34,-12,-7,-14,9,-95
-7,12,-45,-63,-36,-54,-74,-3,-270
-12,1,-26,-62,-48,-56,-35,-35,-273
-16,-6,-27,-50,-77,-76,-61,-46,-359
33,-2,-34,-54,-107,-79,-70,-43,-356
7,18,-12,-43,-58,-47,-27,-7,-169
2,14,-7,-14,-76,-13,-45,-22,-161
-31,-13,-37,-61,-54,-28,-63,7,-280
1,-9,-14,-77,-79,-47,-45,-30,-300
-17,27,-51,-128,-27,-97,-61,-54,-408
-52,0,-29,-89,-66,-27,-55,-4,-322
23,-26,-18,-33,-119,-81,-77,-51,-382
-11,5,-11,-112,-118,-46,-55,4,-344
16,11,-5,-41,-63,-28,-39,-25,-174
-1,24,-7,-64,-84,-39,-64,36,-199
-17,-23,-44,-97,-81,-72,-69,-48,-451
14,1,-22,-48,-151,-52,-80,-22,-360
-18,-2,-24,-50,-61,-65,-40,10,-250
-8,11,-31,-79,-98,-103,-64,-50,-422
-58,-35,-69,-94,-98,-43,-104,-13,-514
-12,-5,-13,-25,-36,-26,-27,-3,-147
27,-2,-28,-60,-136,-99,-70,-49,-417
-117,-29,-141,-258,-226,-178,-278,-83,-1310
50,30,4,0,-76,-18,-58,100,32
11,41,3,0,0,-6,-28,26,47
22,10,-12,10,-53,-50,-30,7,-96
-27,-14,-21,-85,-49,-40,-26,-8,-270
11,4,-14,-35,-62,-15,-41,-5,-157
52,6,22,-14,-78,-63,-65,-11,-151
-25,-13,-57,-85,-137,-63,-79,33,-426
6,-23,-17,-44,-40,-25,-35,-8,-186
-12,4,-25,-32,-32,-1,-7,33,-72
-29,9,-39,-56,-16,-15,-32,14,-164
-23,-26,-35,-46,-105,-36,-73,-5,-349
21,29,-13,-39,-70,-50,-72,-18,-212
-11,15,-21,-67,-48,-44,-21,23,-174
-33,-2,-27,-51,-17,-13,-16,0,-159
-9,-8,-31,-87,-100,-79,-89,-28,-431
10,18,-12,-25,-47,-44,-29,-14,-143
2,4,-39,-40,-32,-25,-32,10,-152
-42,14,-64,-117,-45,-52,-60,-22,-388
-29,2,-43,-69,-66,-48,-42,-12,-307
-36,-11,-44,-98,-89,-78,-64,-40,-460
-17,1,-31,-81,-65,-56,-43,5,-287
26,14,1,-34,-78,-82,-47,-33,-233
38,-4,-41,-65,-98,-112,-66,-94,-442
-10,11,3,-49,-38,-2,-49,33,-101
55,-30,5,-21,-148,-80,-97,119,-197
-39,-11,-40,-85,-66,-56,-59,9,-347
-27,-7,-36,-54,-106,-41,-43,12,-302
-17,35,-36,-108,-80,-70,-66,-27,-369
-16,22,-15,-53,-29,-17,-12,-2,-122
-15,-11,-5,-71,-35,-38,-62,24,-213
-49,58,-48,-159,-57,-86,-73,-64,-478
-41,-29,-24,-86,-77,-36,-54,-19,-366
34,-12,-22,-7,-100,-76,-61,-4,-248
-6,-9,-26,-38,-31,-10,-42,7,-155
-45,44,-65,-150,-50,-59,-58,32,-351
-5,32,-18,-37,-52,-21,-20,29,-92
-4,-4,-21,-54,-63,-39,-17,-11,-213
5,5,-4,-33,-64,4,-14,28,-73
14,18,-5,2,-9,-17,-19,7,-9
