protein-water,protein-carbon,hydrogen bond (long-range),pi-pi (long-range),disorder (long),K-Beta similarity,disorder (short),electrostatic (short-range),8-feature sum
5,2,-35,-13,-113,-60,27,45,-142
22,30,-19,-28,-18,-40,2,50,-1
19,25,-50,-1,-25,-11,32,29,18
30,15,-40,-13,-66,-81,5,18,-132
-3,14,-11,-2,-37,-33,-5,34,-43
35,-5,-29,1,-90,-73,4,53,-104
-10,32,-27,-34,-70,-81,-8,69,-129
-74,-50,-111,-20,-172,-151,-46,76,-548
-39,-17,-31,-21,-66,-66,-43,39,-244
74,75,15,-44,-91,-132,-36,77,-62
36,2,-38,-11,-97,-45,8,52,-93
3,10,-20,-36,-32,-25,-6,32,-74
24,-12,-37,-9,-88,-89,-1,67,-145
20,-4,-20,-25,-27,-40,-2,21,-77
26,24,-16,-50,-62,-69,-12,54,-105
5,34,-8,-31,-20,-74,-12,28,-78
15,25,-14,-25,-44,-46,-1,76,-14
-3,-2,-29,-18,-22,-28,4,29,-69
24,-8,-60,-32,-103,-71,0,24,-226
71,17,-172,-81,-288,-264,-38,69,-686
30,6,-42,-4,-78,-43,9,30,-92
7,-14,-46,-26,-54,-83,-21,38,-199
25,2,-18,6,-73,-42,-6,24,-82
30,10,-32,14,-125,-117,-4,84,-140
42,57,-18,-22,-6,-101,-8,72,16
2,16,-32,-38,-50,-92,-19,69,-144
-3,42,-10,-21,-47,-78,-26,78,-65
8,17,-14,-8,-34,-58,-21,23,-87
10,21,-105,-44,-137,-110,5,90,-270
13,5,-20,-5,-46,-21,-3,35,-42
8,31,-36,-22,-19,-43,-2,35,-48
27,-2,-124,-107,-207,-332,-167,232,-680
-6,61,-32,-31,-37,-50,-6,79,-22
-16,17,-18,-29,-71,-33,-12,41,-121
-17,-9,-38,-35,-34,-26,-18,24,-153
46,34,-26,42,-170,-76,16,82,-52
8,5,-42,-26,-112,-74,13,51,-177
23,15,-23,-10,-29,-29,14,-9,-48
14,17,-43,-42,-142,-112,0,90,-218
10,-13,-16,-42,-43,-60,-24,47,-141
2,31,-112,-86,-201,-225,-77,185,-483
14,13,-47,-31,-77,-54,-25,76,-131
3,15,-86,-44,-76,-85,1,57,-215
4,14,-53,-39,-82,-80,-9,72,-173
28,88,-82,-47,-132,-127,-2,146,-128
32,7,-67,-4,-68,-45,2,20,-123
62,36,-98,-47,-161,-167,-9,120,-264
-8,36,-59,-18,-90,-42,16,92,-73
7,-2,-34,-7,-94,-49,2,42,-135
7,-1,-48,-19,-105,-120,-14,68,-232
23,-22,-30,6,-71,-41,-2,36,-101
25,57,-14,-10,-62,-55,6,71,18
-29,-8,-100,-72,-129,-154,-70,85,-477
14,12,-60,-14,-98,-64,0,56,-154
22,11,-24,-7,-42,-34,10,46,-18
-14,12,-34,-33,-24,-47,-10,23,-127
15,-17,-46,-2,-126,-65,-11,37,-215
-3,-2,1,-6,-34,-11,-15,54,-16
21,12,-35,-33,-53,-88,-20,63,-133
7,-4,-34,-9,-95,-85,-3,34,-189
4,-1,-68,-7,-97,-69,-4,50,-192
3,14,-36,-10,-85,-46,-15,61,-114
3,15,-29,-15,-35,-27,-7,15,-80
50,34,-39,-79,-99,-198,-51,166,-216
-107,-7,-134,-98,-160,-142,-86,111,-623
32,38,22,-34,-3,-74,0,86,67
8,40,-43,-48,-22,-81,-13,35,-124
5,-18,-20,-28,-48,-68,-19,61,-135
12,4,-28,-9,-45,-27,3,26,-64
62,38,-2,-14,-78,-15,24,137,152
28,52,-20,-21,-94,-92,-1,36,-112
42,2,-59,-19,-64,-112,10,53,-147
-14,20,-58,-55,-80,-50,-15,50,-202
19,-5,-53,-6,-59,-59,-2,46,-119
7,19,-11,-12,-34,-28,5,40,-14
14,31,-26,22,-67,-75,-14,35,-80
40,51,-10,2,-14,-40,26,66,121
5,1,-34,-23,-41,-28,-8,26,-102
30,-4,-40,-24,-48,-40,-12,29,-109
18,-5,-87,-32,-201,-121,-24,73,-379
15,12,-25,3,-35,-52,19,38,-25
28,38,-12,-43,-105,-78,17,76,-79
20,45,-38,-12,-89,-52,16,74,-36
6,-10,-68,-11,-117,-39,1,72,-166
30,47,-18,-21,-25,-106,6,71,-16
-3,5,-84,-52,-135,-65,9,67,-258
-54,-11,-88,-4,-143,-147,-24,92,-379
85,-4,-108,-11,-177,-119,-9,74,-269
11,6,-18,-33,-28,-61,-16,64,-75
23,15,-1,-19,-97,-49,11,66,-51
4,4,-25,-26,-51,-71,-29,43,-151
22,4,-33,-42,-8,-47,-7,47,-64
22,32,-35,-25,-40,-60,-6,59,-53
44,10,-40,-14,-85,-104,-23,120,-92
21,-5,-6,-18,-45,-52,10,66,-29
42,9,-40,10,-71,-45,5,26,-64
33,7,-57,3,-45,-18,14,41,-22
16,3,-28,-22,-72,-47,-1,36,-115
9,19,1,-17,-13,-43,-11,34,-21
-1,4,-47,-37,-38,-104,-52,54,-221
36,22,23,-8,-91,-62,-8,129,41
25,4,-75,-13,-92,-38,7,44,-138
-26,14,-15,-33,-50,-23,-6,47,-92
-1,6,-46,-26,-65,-85,-22,40,-199
27,-16,-60,-47,-65,-99,3,40,-217
-7,25,-49,-69,-79,-90,-33,67,-235
-14,35,-25,-21,-53,-62,-51,26,-165
60,10,3,24,-77,-65,-34,99,20
75,39,-33,-15,-207,-220,-63,225,-199
108,-93,-153,89,-175,-75,75,65,-159
28,16,-10,-3,-94,-68,-4,51,-84
95,-23,-72,2,-212,-175,17,117,-251
16,40,-11,90,-213,2,-65,149,8
6,16,-28,-36,-53,-73,-27,64,-131
48,54,-27,-31,-83,-82,7,98,-16
19,54,-38,-13,-120,-107,-33,137,-101
8,36,-69,-56,-90,-35,-8,77,-137
9,19,-27,-8,-69,-32,-6,29,-85
25,-18,-24,10,-70,-32,-10,49,-70
24,36,-4,-11,-26,-48,4,76,51
17,23,-30,-16,-15,-28,11,54,16
-1,6,-53,-52,-81,-68,-6,90,-165
54,22,-21,-56,-23,-124,-21,96,-73
33,-18,-79,-6,-140,-75,0,41,-244
-24,31,-58,-47,-78,-65,16,70,-155
13,27,-50,-32,-92,-107,-22,83,-180
56,0,-68,-22,-125,-132,-4,57,-238
-1,-6,-30,-14,-39,-33,-21,23,-121
16,-16,-117,-26,-179,-123,1,134,-310
14,62,-13,-11,-38,-103,-5,65,-29
20,28,-32,9,-86,-121,-19,42,-159
49,-3,-59,23,-108,-69,11,67,-89
40,8,-61,11,-132,-79,-5,69,-149
-1,-11,-25,-47,-78,-65,-21,39,-209
-3,-2,-76,5,-117,-66,14,44,-201
41,-24,-120,-82,-214,-253,-114,91,-675
8,-2,-29,-19,-39,-30,-16,33,-94
-1,12,-33,-15,-43,-23,-10,41,-72
-2,32,-45,-29,-62,-64,-10,83,-97
5,26,-30,-30,-77,-102,-43,37,-214
31,62,5,-12,-19,-61,3,90,99
42,-4,-77,-53,-107,-87,-12,70,-228
4,13,-18,-9,-26,-55,-22,32,-81
9,13,-18,-1,-29,-63,-10,36,-63
21,19,-67,-35,-88,-83,8,34,-191
31,9,-64,-60,-136,-59,-5,79,-205
9,10,-28,-8,-25,-21,-10,26,-47
15,68,-28,-27,-31,-55,28,109,79
-9,24,-44,-44,2,-72,-16,25,-134
12,-11,-36,-27,-58,-22,-21,10,-153
-2,38,-45,-29,-84,-72,-15,70,-139
34,23,-32,-29,-84,-66,-6,103,-57
26,10,-78,-16,-175,-108,-2,71,-272
34,69,-10,-18,-91,-100,-9,190,65
35,-15,-25,-22,-83,-100,-27,75,-162
6,-6,-107,-78,-146,-209,-21,111,-450
0,5,-37,-39,-38,-41,1,23,-126
23,5,-53,-42,-65,-103,-7,73,-169
24,10,-43,-27,-18,-24,12,25,-41
20,23,-12,8,-38,-28,6,24,3
5,11,-43,-21,-40,-28,-3,30,-89
38,2,4,47,-67,-30,-8,57,43
3,19,-35,-13,-1,-33,-15,30,-45
8,8,-37,-21,-46,-39,-5,46,-86
6,-1,-38,-41,-91,-89,-27,77,-204
4,21,-45,-51,-76,-41,-6,37,-157
8,40,-68,-55,-80,-99,-11,96,-169
24,40,-8,3,-55,-34,1,66,37
63,18,-55,-30,-114,-119,10,60,-167
4,25,-25,-46,-46,-55,-11,41,-113
-89,-22,-107,-48,-174,-138,-88,90,-576
4,11,-22,-14,-38,-75,-30,59,-105
18,6,-41,-20,-28,-75,-3,38,-105
22,27,-11,-4,-55,-33,5,72,23
50,42,-22,-60,-28,-112,-3,50,-83
14,22,9,13,-35,-6,-6,95,106
-20,-38,-102,-32,-120,-137,-50,75,-424
19,1,-82,-15,-173,-100,-24,91,-283
40,39,-48,-24,-31,-73,1,70,-26
-17,-2,-42,-35,-30,-44,2,39,-129
13,20,-15,-23,-16,-30,18,26,-7
25,15,-6,-16,4,-33,-4,50,35
45,39,-39,8,-142,-37,24,138,36
43,43,-87,-64,-98,-175,-62,85,-315
22,45,-6,-28,-4,-59,-7,38,1
-8,19,-24,-24,-91,-18,1,67,-78
17,28,-20,-1,-66,50,44,68,120
23,4,-23,-54,-50,-113,-20,34,-199
44,19,-37,-15,-54,-90,2,39,-92
31,31,-19,11,-40,14,26,63,117
58,-25,-65,-58,-144,-95,-70,79,-320
-25,-4,-32,-56,-51,-57,-22,40,-207
51,14,-60,-3,-93,-73,25,32,-107
46,51,-14,43,-109,-25,-28,147,111
23,-3,-18,-20,-24,-41,6,25,-52
28,60,-28,-53,-90,-160,-46,104,-185
17,19,2,-51,-23,-101,-21,58,-100
10,15,-13,-18,-32,-39,-9,26,-60
0,7,-21,-32,-15,-44,-18,33,-90
7,32,-42,-18,-52,-79,9,69,-74
83,59,3,-41,-76,-179,-24,163,-12
9,20,-15,-30,-47,-10,20,47,-6
12,21,-28,-2,-14,-39,11,28,-11
-4,25,-59,-53,-109,-95,-38,63,-270
9,26,-39,-68,-72,-87,-19,47,-203
-5,-35,-40,-45,-60,-70,-31,46,-240
-1,-22,-53,-24,-170,-148,-28,65,-381
10,-39,-127,-76,-229,-219,-73,68,-685
59,-18,-27,4,-118,-119,-19,81,-157
3,16,-16,-5,-15,-27,-9,47,-6
78,14,-60,32,-173,-131,7,77,-156
5,50,-39,-61,-148,-58,14,85,-152
2,2,-26,-9,-26,-10,-6,14,-59
16,2,-23,-25,-36,-87,-26,52,-127
53,9,-17,-17,-52,-96,15,57,-48
6,14,-21,-14,-37,-19,9,45,-17
24,-12,-58,4,-114,-68,-2,66,-160
10,-3,-16,-18,-28,-42,-16,-3,-116
-1,30,-82,-61,-93,-125,-41,78,-295
59,15,-49,-11,-73,-88,6,66,-75
5,23,-5,-71,-78,-56,-34,121,-95
10,20,-37,-46,-23,-38,-3,31,-86
14,6,-23,-16,-37,-42,-10,18,-90
54,12,-69,-25,-80,-76,13,40,-131
-16,25,-25,-49,-74,-15,-14,119,-49
-8,18,-45,-45,-83,-103,-30,88,-208
48,-10,-73,-19,-93,-74,29,39,-153
22,26,-39,-27,-67,-108,-17,64,-146
1,85,-83,-114,-64,-128,-2,139,-166
4,20,-23,-42,-40,-100,5,63,-113
17,16,-53,-5,-94,-57,29,44,-103
9,18,-74,-22,-87,-64,-3,56,-167
4,-8,-100,-109,-86,-115,-29,127,-316
19,14,-72,-24,-166,-82,11,99,-201
-8,12,-18,-20,-30,-26,-13,55,-48
45,13,-66,-3,-94,-91,13,47,-136
23,19,-70,-33,-131,-79,10,66,-195
14,41,-44,-15,-93,-117,-5,73,-146
25,15,-10,-10,-57,-60,-3,33,-67
23,30,-18,-9,-46,-51,-7,23,-55
19,18,-54,-32,-53,-37,3,62,-74
19,5,-41,-8,-96,-67,15,53,-120
30,10,-41,-14,-85,-72,10,55,-107
20,24,-15,-7,-36,-59,5,65,-3
8,19,-32,-63,-34,-100,-30,44,-188
33,29,-24,-11,-23,-35,0,35,4
8,12,-45,-38,-86,-58,-1,39,-169
7,23,-30,0,-90,-52,-19,73,-88
15,19,-13,6,-47,-49,-14,45,-38
60,-35,-164,-64,-270,-232,2,138,-565
39,26,0,-36,-37,-28,6,89,59
6,13,-33,-9,-22,-2,0,11,-36
19,32,-31,-28,-89,-60,5,74,-78
40,16,-65,-61,-159,-146,7,74,-294
43,36,-47,-29,-110,-122,5,58,-166
16,24,-44,-54,-103,-77,-4,65,-177
26,-6,-79,-27,-92,-98,-26,78,-224
10,33,-11,4,-34,-48,-26,32,-40
35,26,-27,-19,-76,-50,-11,28,-94
8,-3,-19,-17,-30,-43,-15,35,-84
14,63,-54,-79,-90,-207,-23,156,-220
19,39,-49,-40,-17,-64,8,59,-45
15,26,5,42,-87,-23,-13,87,52
12,20,-29,-52,-45,-67,-19,42,-138
-10,4,-24,-32,-27,-46,-27,37,-125
12,-2,-57,-64,-105,-58,-11,87,-198
41,31,-50,-24,-80,-95,-3,65,-115
25,-6,-28,-29,-60,-44,9,20,-113
18,-1,-54,-58,-80,-120,1,74,-220
6,24,-20,-13,-113,-80,-42,69,-169
12,-6,-26,7,-63,-46,-11,22,-111
-3,31,-25,-27,-80,-84,-8,55,-141
21,19,-10,37,-64,-39,-14,48,-2
15,-3,-31,-44,-52,-61,-3,28,-151
1,23,0,-4,-20,-10,-11,42,21
38,26,-34,-9,-77,-57,1,81,-31
7,17,-6,-15,-36,-16,0,39,-10
12,45,-49,-34,-49,-58,-1,77,-57
-2,39,2,-9,-4,-48,-17,66,27
43,-4,-70,-43,-74,-144,-43,91,-244
-2,21,-11,-3,-22,-74,2,37,-52
19,15,-26,-28,-56,-56,-3,40,-95
-13,54,-43,-73,-83,-107,-26,120,-171
20,-4,-23,-14,-26,-60,-17,46,-78
46,9,-35,3,-42,-66,0,25,-60
-1,3,-39,-59,-32,-47,-11,45,-141
5,-4,-30,-11,-52,-28,-1,28,-93
17,2,-39,-17,-73,-74,-10,41,-153
2,11,-11,-10,-28,-31,8,27,-32
17,18,-53,-78,-91,-80,13,64,-190
23,30,-24,14,-81,-55,-23,88,-28
1,-1,-58,-32,-74,-60,-28,54,-198
30,53,4,-23,-28,-44,7,72,71
2,-5,-41,12,-52,-62,-19,20,-145
-11,18,-141,-91,-180,-283,-20,114,-594
8,6,-14,-12,-11,-37,-15,47,-28
44,29,-25,-11,-63,-96,-36,61,-97
15,14,-33,-5,-38,-56,1,37,-65
12,-22,-55,-9,-72,-72,-6,32,-192
33,18,-77,-14,-95,-91,5,55,-166
-1,21,-16,-23,-34,-33,-7,20,-73
3,14,-43,-7,-86,-19,-11,48,-101
-41,-18,-43,-15,-56,-71,-33,51,-226
18,18,-16,-30,-45,-65,11,56,-53
27,55,18,-11,-18,-120,-48,83,-14
9,3,-50,-39,-66,-67,-13,45,-178
34,-3,-65,5,-107,-113,-4,56,-197
16,36,-41,-73,-90,-61,1,101,-111
20,15,-44,-18,-66,-41,11,43,-80
27,42,-39,-19,-81,-49,8,86,-25
18,-7,-45,-41,-63,-125,-11,49,-225
-2,-27,-80,-22,-146,-80,-20,60,-317
5,26,-38,-40,-70,-63,-12,44,-148
6,26,-48,-43,-75,-101,-19,45,-209
-54,-45,-80,-34,-80,-92,-50,35,-400
11,1,-16,-12,-26,-46,-10,26,-72
40,-2,-56,-29,-111,-122,-20,49,-251
42,18,-126,-100,-221,-317,-126,147,-683
51,7,-31,11,-141,-18,-21,117,-25
22,43,13,7,-24,11,-8,50,114
10,16,-15,13,-59,-30,6,47,-12
46,35,-21,-51,-14,-70,9,62,-4
8,15,-32,-17,-56,-36,-4,42,-80
49,12,-2,10,-64,-53,-8,92,36
4,-29,-81,-50,-143,-145,-49,86,-407
31,-10,-30,-21,-25,-58,2,30,-81
36,12,-29,-35,-30,-40,-14,41,-59
-11,11,-31,-30,-12,-42,-18,40,-93
25,-12,-64,-34,-105,-75,-18,55,-228
54,33,-45,-18,-78,-116,-3,78,-95
43,37,-10,-30,-53,-96,7,113,11
-3,13,-15,-24,-13,-25,5,28,-34
4,25,-37,-42,-94,-82,-27,81,-172
8,13,-24,-1,-68,-44,1,45,-70
26,14,-18,-2,-28,-71,-11,39,-51
4,41,-22,-37,-40,-82,-31,92,-75
-2,-1,-24,-35,-49,-74,-10,59,-136
-35,-11,-59,-32,-57,-79,-9,48,-234
34,9,-17,-45,-47,-90,-33,80,-109
28,18,-2,-8,-62,-50,-1,46,-31
51,14,-20,4,-87,-121,0,24,-135
-11,11,-6,-28,-24,-38,0,66,-30
138,-5,4,-21,-154,-152,-33,148,-75
-10,2,-54,-37,-63,-84,-33,61,-218
15,-9,-48,-19,-116,-57,-31,75,-190
6,42,-36,-31,-58,-82,-20,86,-93
4,41,-5,-11,-13,-14,-5,38,35
6,-6,-19,-49,-25,-57,-6,51,-105
59,72,-12,-19,-62,-128,-36,107,-19
-6,-7,-47,-55,-69,-54,-16,28,-226
43,5,-37,25,-101,-86,-8,77,-82
23,-16,-29,-22,-52,-51,-33,47,-133
24,36,-51,-48,-64,-120,-25,94,-154
12,28,-43,-5,-81,-23,18,72,-22
7,-4,-31,-24,-37,-66,-11,46,-120
23,16,-46,-38,-77,-10,29,62,-41
6,20,0,14,-13,-24,5,43,51
19,26,-23,-10,-32,-24,9,32,-3
25,47,-135,-106,-204,-200,-23,171,-425
3,-18,-32,-27,-47,-37,-3,49,-112
58,1,-16,9,-60,-64,1,55,-16
27,9,-20,-4,-87,-78,-4,55,-102
25,83,-34,-23,-78,-95,-18,81,-59
74,57,-15,24,-121,-101,-12,136,42
31,44,-65,-71,-159,-101,-12,140,-193
-1,20,-69,-69,-119,-179,-30,102,-345
19,9,-13,-20,-30,-41,3,42,-31
54,18,-61,-37,-30,-43,6,49,-44
50,-18,-37,-34,-90,-128,-14,64,-207
-19,22,-80,-41,-116,-125,-12,104,-267
25,-34,-10,7,-88,-89,-20,41,-168
34,43,-6,-7,-47,-33,2,54,40
10,15,-93,-57,-134,-101,6,92,-262
12,-1,-49,-19,-103,-98,-26,68,-216
3,-8,12,-43,-25,-50,4,58,-49
103,60,-33,-1,-147,-134,3,74,-75
6,14,-25,-8,-48,-22,14,46,-23
42,35,-59,-87,-131,-132,-105,141,-296
22,43,-20,-26,-24,-50,-8,84,21
33,-2,-61,42,-124,-91,-8,90,-121
8,-9,-39,-1,-83,-40,6,44,-114
4,22,-16,-3,-14,-24,8,43,20
9,1,-37,-22,-71,-39,-6,26,-139
-16,-17,-33,16,-75,-34,10,30,-119
11,-3,-37,-13,-58,-66,-18,21,-163
31,39,-110,-101,-120,-192,-28,98,-383
10,15,-31,-11,-14,-9,8,15,-17
48,38,-55,-56,-77,-46,-8,142,-14
40,10,-46,8,-95,-79,0,61,-101
62,-22,-12,-39,-80,-59,-26,91,-85
67,3,-57,14,-94,-78,16,90,-39
-4,10,-31,-21,-33,-59,-9,44,-103
-1,-4,-38,-22,-60,-60,-11,52,-144
-9,21,-24,-29,-38,-23,-2,33,-71
26,13,-25,-27,-59,-94,-74,86,-154
3,3,-7,-24,-50,-84,-18,75,-102
104,67,-72,-44,-147,-136,31,67,-130
31,13,-23,-15,-54,-54,-25,24,-103
0,-4,-41,-18,-45,-20,-28,47,-109
1,-3,-45,-39,-52,-83,-39,33,-227
12,5,-35,-12,-62,-72,-4,41,-127
0,-18,-45,-35,-78,-45,-8,31,-198
8,6,-42,-34,-88,-72,-35,53,-204
6,11,-38,-20,-107,-56,-18,84,-138
29,41,-49,-47,-84,-85,12,86,-97
-7,44,-18,-18,-28,-72,-19,53,-65
33,21,-42,-9,-86,-41,-1,50,-75
5,45,-27,-24,-66,-101,-11,45,-134
16,-9,-20,8,-40,-78,-11,34,-100
-12,2,-34,-34,-44,-58,9,50,-121
6,7,-33,-22,-44,-56,-5,38,-109
-22,32,-79,-78,-117,-116,-30,69,-341
36,0,-42,5,-104,-81,0,52,-134
63,5,-81,17,-94,-77,16,39,-112
10,1,-33,-13,-46,-23,-8,34,-78
55,31,-24,14,-183,-120,-9,113,-123
5,3,-32,-28,-74,-57,-23,17,-189
-41,-59,-74,-29,-107,-125,-45,37,-443
11,40,-65,-62,-103,-82,-19,99,-181
0,-28,-53,-46,-67,-54,-2,17,-233
-12,24,-27,-31,-58,-54,-16,54,-120
7,6,-44,-32,-57,-40,13,36,-111
5,26,-11,-17,-55,-64,-17,40,-93
15,-11,-31,-12,-24,-48,-8,14,-105
53,36,-40,-43,-73,-100,-13,66,-114
5,38,-40,-44,-49,-57,4,45,-98
2,16,-22,7,-104,-71,-9,63,-118
17,11,-24,-31,-94,-94,-13,137,-91
52,2,-58,-15,-122,-97,0,71,-167
8,16,-18,0,-53,-49,-20,57,-59
-2,-6,-58,-21,-87,-42,-15,30,-201
19,11,-14,-16,-23,-48,16,22,-33
50,35,-38,-44,-97,-138,-6,45,-193
-5,22,-40,-16,-61,-36,-14,39,-111
12,137,-6,-25,-127,-82,-60,178,27
10,9,-62,7,-119,-131,-8,91,-203
28,-3,-60,-27,-79,-59,13,50,-137
36,5,-28,-4,-48,-51,13,23,-54
-92,-28,-131,-26,-159,-142,-54,93,-539
31,33,6,-26,-86,-46,19,60,-9
130,49,-74,14,-107,-81,77,141,149
-3,20,-12,-14,-23,-57,-19,39,-69
43,76,-65,-67,-164,-165,-25,135,-232
8,21,5,-16,-55,-116,-37,95,-95
23,34,2,-26,-41,-120,-43,99,-72
37,9,-53,-30,-46,-50,-28,22,-139
-7,9,-62,-1,-120,-11,-1,60,-133
20,6,-29,-22,-60,-30,9,33,-73
14,20,-94,-70,-141,-88,-18,99,-278
4,14,-46,-21,-78,-92,10,80,-129
18,19,-61,-19,-159,-96,-3,118,-183
10,7,-32,-31,-67,-81,-35,70,-159
-23,19,-75,-44,-85,-61,-23,46,-246
-17,45,-40,-60,-54,-63,16,105,-68
5,42,-29,-41,-75,-56,-4,81,-77
32,13,-50,-35,-54,-113,-12,100,-119
12,6,-35,4,-113,-61,2,72,-113
4,8,-7,-6,-15,-30,0,22,-24
18,0,-40,-3,-45,-32,8,27,-67
-5,17,-22,-29,-43,-52,-18,36,-116
27,-8,-56,-46,-169,-116,-11,69,-310
26,-14,6,-6,-19,-34,-1,49,7
62,44,-52,25,-143,-124,8,80,-100
5,13,-22,-13,-54,-48,-8,38,-89
28,19,-31,-37,-109,-93,-3,105,-121
23,54,-46,-54,-123,-60,18,113,-75
13,65,5,21,-92,-53,-21,139,77
14,30,-28,-29,-17,-72,-10,50,-62
101,47,-10,-8,-117,-118,57,90,42
43,11,-54,-8,-98,-88,-4,24,-174
25,17,-44,-31,-77,-49,-13,59,-113
34,3,-43,-13,-79,-62,12,50,-98
31,53,-93,-40,-158,-89,41,104,-151
21,17,-54,-6,-114,-63,-12,21,-190
-8,48,21,1,-76,38,23,95,142
23,23,-38,-32,-71,-50,14,62,-69
6,49,3,-52,-14,-74,-16,66,-32
77,13,-8,-2,-53,-83,25,64,33
-9,22,-45,-60,-80,-149,-33,66,-288
5,-12,-59,6,-110,-69,-2,50,-191
42,1,-49,-20,-117,-133,-18,85,-209
19,1,-27,-56,-74,-78,1,57,-157
32,17,-30,-37,-68,-95,-4,41,-144
45,12,-102,5,-220,-112,-4,49,-327
6,-4,-40,-14,-69,-25,14,35,-97
8,34,-40,-87,-58,-141,-50,114,-220
30,27,-65,-65,-179,-114,-8,67,-307
34,12,-29,-12,-47,-41,-13,64,-32
33,16,-19,-2,-95,-64,4,53,-74
-23,34,-21,-53,-63,-94,-3,88,-135
24,-7,-47,-6,-135,-105,1,65,-210
52,33,-14,-27,-45,-35,-2,46,8
31,25,-69,-26,-78,-55,15,30,-127
